time	EMPTY_DRIVE	PICKUP	OCCUPIED_DRIVE	DROPOFF	STAY	UNPLANNED
05:30	136.0	28.0	194.0	15.0	627.0	1.0
05:35	173.0	31.0	204.0	15.0	577.0	0.0
05:40	122.0	23.0	201.0	13.0	641.0	0.0
05:45	92.0	6.0	179.0	9.0	714.0	0.0
05:50	119.0	20.0	164.0	13.0	684.0	0.0
05:55	46.0	38.0	147.0	10.0	759.0	0.0
06:00	25.0	8.0	149.0	12.0	806.0	0.0
06:05	37.0	24.0	157.0	10.0	772.0	0.0
06:10	20.0	4.0	147.0	11.0	818.0	1.0
06:15	17.0	6.0	92.0	20.0	865.0	0.0
06:20	96.0	15.0	102.0	7.0	780.0	0.0
06:25	61.0	20.0	103.0	7.0	809.0	1.0
06:30	48.0	7.0	106.0	5.0	834.0	0.0
06:35	150.0	11.0	125.0	9.0	705.0	0.0
06:40	135.0	14.0	92.0	8.0	751.0	1.0
06:45	82.0	35.0	100.0	10.0	773.0	0.0
06:50	198.0	20.0	151.0	7.0	624.0	0.0
06:55	156.0	27.0	135.0	11.0	671.0	1.0
07:00	133.0	16.0	137.0	9.0	705.0	0.0
07:05	222.0	22.0	175.0	16.0	565.0	0.0
07:10	163.0	28.0	162.0	13.0	634.0	1.0
07:15	126.0	20.0	151.0	14.0	689.0	0.0
07:20	217.0	37.0	212.0	25.0	509.0	0.0
07:25	170.0	28.0	174.0	20.0	608.0	1.0
07:30	125.0	17.0	176.0	21.0	661.0	0.0
07:35	215.0	27.0	270.0	20.0	468.0	0.0
07:40	190.0	23.0	169.0	19.0	599.0	1.0
07:45	137.0	19.0	178.0	14.0	652.0	0.0
07:50	266.0	39.0	281.0	33.0	381.0	0.0
07:55	224.0	25.0	158.0	32.0	561.0	1.0
08:00	169.0	30.0	153.0	5.0	643.0	0.0
08:05	280.0	44.0	318.0	41.0	317.0	0.0
08:10	223.0	39.0	180.0	24.0	534.0	1.0
08:15	149.0	41.0	186.0	11.0	613.0	0.0
08:20	225.0	50.0	395.0	44.0	286.0	0.0
08:25	168.0	25.0	222.0	35.0	550.0	1.0
08:30	119.0	13.0	205.0	12.0	651.0	0.0
08:35	185.0	78.0	419.0	52.0	266.0	0.0
08:40	139.0	20.0	253.0	51.0	537.0	1.0
08:45	95.0	28.0	200.0	17.0	660.0	0.0
08:50	242.0	68.0	442.0	56.0	192.0	0.0
08:55	195.0	27.0	240.0	42.0	496.0	1.0
09:00	142.0	24.0	189.0	17.0	628.0	0.0
09:05	280.0	82.0	408.0	57.0	173.0	0.0
09:10	198.0	26.0	258.0	49.0	469.0	1.0
09:15	144.0	28.0	194.0	22.0	612.0	0.0
09:20	206.0	105.0	454.0	63.0	172.0	0.0
09:25	142.0	27.0	279.0	45.0	507.0	1.0
09:30	81.0	32.0	202.0	30.0	655.0	0.0
09:35	134.0	73.0	462.0	46.0	285.0	0.0
09:40	65.0	33.0	253.0	53.0	596.0	1.0
09:45	39.0	13.0	192.0	21.0	735.0	0.0
09:50	153.0	90.0	456.0	64.0	237.0	0.0
09:55	90.0	28.0	267.0	52.0	563.0	1.0
10:00	43.0	24.0	188.0	24.0	721.0	0.0
10:05	145.0	42.0	478.0	50.0	285.0	0.0
10:10	78.0	24.0	239.0	45.0	614.0	1.0
10:15	43.0	18.0	183.0	13.0	743.0	0.0
10:20	103.0	48.0	420.0	52.0	377.0	0.0
10:25	55.0	29.0	231.0	26.0	659.0	1.0
10:30	35.0	14.0	172.0	17.0	762.0	0.0
10:35	124.0	58.0	401.0	53.0	364.0	0.0
10:40	81.0	24.0	240.0	25.0	630.0	1.0
10:45	47.0	17.0	193.0	18.0	725.0	0.0
10:50	138.0	39.0	426.0	46.0	351.0	0.0
10:55	70.0	27.0	237.0	28.0	638.0	1.0
11:00	43.0	14.0	191.0	26.0	726.0	0.0
11:05	160.0	54.0	418.0	61.0	307.0	0.0
11:10	95.0	25.0	235.0	47.0	598.0	1.0
11:15	60.0	12.0	178.0	19.0	731.0	0.0
11:20	130.0	42.0	432.0	53.0	343.0	0.0
11:25	68.0	22.0	248.0	36.0	626.0	1.0
11:30	43.0	16.0	184.0	20.0	737.0	0.0
11:35	125.0	45.0	442.0	47.0	341.0	0.0
11:40	63.0	30.0	265.0	42.0	600.0	1.0
11:45	37.0	14.0	185.0	27.0	737.0	0.0
11:50	212.0	46.0	443.0	38.0	261.0	0.0
11:55	139.0	34.0	247.0	39.0	541.0	1.0
12:00	92.0	25.0	198.0	17.0	668.0	0.0
12:05	259.0	78.0	415.0	56.0	192.0	0.0
12:10	176.0	28.0	276.0	37.0	483.0	1.0
12:15	121.0	29.0	200.0	22.0	628.0	0.0
12:20	202.0	59.0	486.0	69.0	184.0	0.0
12:25	123.0	34.0	249.0	48.0	546.0	1.0
12:30	71.0	14.0	200.0	28.0	687.0	0.0
12:35	132.0	59.0	510.0	54.0	245.0	0.0
12:40	63.0	27.0	277.0	29.0	604.0	1.0
12:45	39.0	16.0	196.0	16.0	733.0	0.0
12:50	122.0	53.0	549.0	60.0	216.0	0.0
12:55	54.0	28.0	277.0	42.0	599.0	1.0
13:00	39.0	15.0	175.0	21.0	750.0	0.0
13:05	88.0	44.0	498.0	73.0	297.0	0.0
13:10	42.0	25.0	239.0	34.0	660.0	1.0
13:15	30.0	8.0	175.0	17.0	770.0	0.0
13:20	134.0	63.0	458.0	61.0	284.0	0.0
13:25	74.0	29.0	245.0	41.0	611.0	1.0
13:30	40.0	18.0	181.0	27.0	734.0	0.0
13:35	135.0	57.0	455.0	55.0	298.0	0.0
13:40	89.0	12.0	258.0	34.0	607.0	1.0
13:45	55.0	12.0	197.0	18.0	718.0	0.0
13:50	182.0	61.0	480.0	60.0	217.0	0.0
13:55	123.0	34.0	257.0	26.0	560.0	1.0
14:00	75.0	24.0	220.0	18.0	663.0	0.0
14:05	167.0	78.0	460.0	61.0	234.0	0.0
14:10	100.0	31.0	286.0	45.0	538.0	1.0
14:15	66.0	21.0	222.0	23.0	668.0	0.0
14:20	155.0	84.0	482.0	61.0	218.0	0.0
14:25	93.0	27.0	280.0	40.0	560.0	1.0
14:30	59.0	17.0	208.0	28.0	688.0	0.0
14:35	147.0	55.0	450.0	53.0	295.0	0.0
14:40	80.0	32.0	248.0	41.0	599.0	1.0
14:45	40.0	23.0	185.0	22.0	730.0	0.0
14:50	149.0	69.0	505.0	59.0	218.0	0.0
14:55	88.0	34.0	273.0	45.0	560.0	1.0
15:00	49.0	19.0	215.0	27.0	690.0	0.0
15:05	100.0	55.0	521.0	61.0	263.0	0.0
15:10	53.0	23.0	267.0	34.0	623.0	1.0
15:15	37.0	16.0	197.0	20.0	730.0	0.0
15:20	103.0	92.0	474.0	55.0	276.0	0.0
15:25	46.0	29.0	272.0	45.0	608.0	1.0
15:30	26.0	9.0	186.0	23.0	756.0	0.0
15:35	144.0	67.0	419.0	69.0	301.0	0.0
15:40	71.0	32.0	240.0	41.0	616.0	1.0
15:45	45.0	18.0	184.0	29.0	724.0	0.0
15:50	161.0	74.0	455.0	42.0	268.0	0.0
15:55	96.0	28.0	277.0	31.0	568.0	1.0
16:00	69.0	17.0	209.0	26.0	679.0	0.0
16:05	249.0	63.0	461.0	61.0	166.0	0.0
16:10	168.0	38.0	257.0	37.0	500.0	1.0
16:15	125.0	21.0	203.0	19.0	632.0	0.0
16:20	253.0	88.0	471.0	66.0	122.0	0.0
16:25	152.0	26.0	306.0	42.0	474.0	1.0
16:30	98.0	23.0	206.0	20.0	653.0	0.0
16:35	265.0	94.0	513.0	58.0	70.0	0.0
16:40	157.0	24.0	321.0	58.0	440.0	1.0
16:45	116.0	21.0	201.0	29.0	633.0	0.0
16:50	229.0	100.0	533.0	55.0	83.0	0.0
16:55	125.0	45.0	305.0	62.0	463.0	1.0
17:00	71.0	28.0	216.0	26.0	659.0	0.0
17:05	168.0	104.0	557.0	73.0	98.0	0.0
17:10	72.0	39.0	319.0	55.0	515.0	1.0
17:15	42.0	18.0	205.0	34.0	701.0	0.0
17:20	150.0	114.0	521.0	50.0	165.0	0.0
17:25	61.0	48.0	282.0	61.0	548.0	1.0
17:30	34.0	17.0	186.0	35.0	728.0	0.0
17:35	162.0	89.0	495.0	65.0	189.0	0.0
17:40	60.0	43.0	281.0	49.0	567.0	1.0
17:45	37.0	10.0	181.0	25.0	747.0	0.0
17:50	130.0	75.0	493.0	69.0	233.0	0.0
17:55	48.0	29.0	288.0	50.0	585.0	1.0
18:00	26.0	16.0	170.0	27.0	761.0	0.0
18:05	169.0	82.0	454.0	48.0	247.0	0.0
18:10	57.0	48.0	270.0	48.0	577.0	1.0
18:15	36.0	13.0	178.0	27.0	746.0	0.0
18:20	159.0	76.0	459.0	57.0	249.0	0.0
18:25	54.0	32.0	280.0	40.0	594.0	1.0
18:30	29.0	17.0	180.0	32.0	742.0	0.0
18:35	166.0	74.0	432.0	59.0	269.0	0.0
18:40	66.0	32.0	276.0	44.0	582.0	1.0
18:45	47.0	13.0	172.0	33.0	735.0	0.0
18:50	118.0	67.0	440.0	51.0	324.0	0.0
18:55	53.0	34.0	260.0	40.0	613.0	1.0
19:00	29.0	16.0	182.0	16.0	757.0	0.0
19:05	116.0	79.0	399.0	47.0	359.0	0.0
19:10	40.0	37.0	241.0	39.0	643.0	1.0
19:15	15.0	18.0	166.0	24.0	777.0	0.0
19:20	125.0	65.0	376.0	40.0	394.0	0.0
19:25	57.0	37.0	215.0	35.0	656.0	1.0
19:30	26.0	17.0	168.0	22.0	767.0	0.0
19:35	163.0	65.0	348.0	36.0	388.0	0.0
19:40	84.0	31.0	241.0	41.0	603.0	1.0
19:45	32.0	20.0	194.0	27.0	727.0	0.0
19:50	84.0	66.0	356.0	53.0	441.0	0.0
19:55	40.0	24.0	240.0	32.0	664.0	1.0
20:00	19.0	8.0	175.0	32.0	766.0	0.0
20:05	137.0	52.0	311.0	45.0	455.0	0.0
20:10	60.0	36.0	213.0	31.0	660.0	1.0
20:15	24.0	13.0	189.0	24.0	750.0	0.0
20:20	141.0	42.0	307.0	47.0	463.0	0.0
20:25	84.0	36.0	214.0	27.0	639.0	1.0
20:30	47.0	24.0	162.0	25.0	742.0	0.0
20:35	143.0	42.0	318.0	31.0	466.0	0.0
20:40	90.0	32.0	225.0	23.0	630.0	1.0
20:45	57.0	21.0	185.0	17.0	720.0	0.0
20:50	119.0	48.0	313.0	42.0	478.0	0.0
20:55	74.0	26.0	222.0	22.0	656.0	1.0
21:00	50.0	11.0	183.0	20.0	736.0	0.0
21:05	118.0	54.0	316.0	32.0	480.0	0.0
21:10	66.0	30.0	225.0	24.0	655.0	1.0
21:15	41.0	16.0	179.0	27.0	737.0	0.0
21:20	114.0	36.0	309.0	39.0	502.0	0.0
21:25	50.0	39.0	220.0	24.0	667.0	1.0
21:30	35.0	14.0	174.0	17.0	760.0	0.0
21:35	85.0	56.0	259.0	30.0	570.0	0.0
21:40	38.0	28.0	184.0	28.0	722.0	1.0
21:45	19.0	12.0	143.0	19.0	807.0	0.0
21:50	108.0	24.0	246.0	39.0	583.0	0.0
21:55	70.0	20.0	193.0	19.0	698.0	1.0
22:00	41.0	16.0	149.0	18.0	776.0	0.0
22:05	123.0	37.0	214.0	28.0	598.0	0.0
22:10	72.0	31.0	184.0	18.0	695.0	1.0
22:15	42.0	13.0	165.0	20.0	760.0	0.0
22:20	117.0	44.0	217.0	31.0	591.0	0.0
22:25	62.0	27.0	193.0	19.0	699.0	1.0
22:30	35.0	10.0	155.0	21.0	779.0	0.0
22:35	95.0	34.0	216.0	30.0	625.0	0.0
22:40	52.0	27.0	176.0	18.0	727.0	0.0
22:45	16.0	10.0	139.0	19.0	816.0	0.0
22:50	57.0	30.0	216.0	14.0	683.0	0.0
22:55	24.0	8.0	160.0	12.0	796.0	0.0
23:00	16.0	4.0	104.0	13.0	863.0	0.0
23:05	38.0	29.0	176.0	18.0	739.0	0.0
23:10	21.0	6.0	122.0	17.0	834.0	0.0
23:15	11.0	4.0	75.0	12.0	898.0	0.0
23:20	52.0	14.0	144.0	11.0	779.0	0.0
23:25	21.0	7.0	99.0	12.0	861.0	0.0
23:30	11.0	5.0	65.0	10.0	909.0	0.0
23:35	56.0	20.0	121.0	17.0	786.0	0.0
23:40	37.0	6.0	96.0	7.0	854.0	0.0
23:45	22.0	5.0	68.0	6.0	899.0	0.0
23:50	32.0	32.0	100.0	10.0	826.0	0.0
23:55	10.0	6.0	100.0	10.0	874.0	0.0
24:00	2.0	4.0	65.0	4.0	925.0	0.0
24:05	0.0	1.0	52.0	1.0	0.0	0.0
24:10	0.0	0.0	27.0	6.0	0.0	0.0
24:15	0.0	0.0	11.0	1.0	0.0	0.0
24:20	0.0	0.0	6.0	2.0	0.0	0.0
24:25	0.0	0.0	1.0	0.0	0.0	0.0
